id,sku,Name,isActive,description,stockQuantity,purchasePrice,salePrice,categories,images,attrKey-1,attrValue-1,attrKey-2,attrValue-2,attrKey-3,attrValue-3,attrKey-4,attrValue-4,attrKey-5,attrValue-5
788,MP09-33-Blue,Livingston All-Purpose Tight-33-Blue,TRUE,"It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.  Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.",95,$75.00,$90.00,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_back.jpg",Size,33,Color,Blue,,,,,,
789,MP09-33-Red,Livingston All-Purpose Tight-33-Red,TRUE,"It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.  Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.",59,$75.00,$89.25,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp09-red_main.jpg,Size,33,Color,Red,,,,,,
790,MP09-34-Black,Livingston All-Purpose Tight-34-Black,TRUE,"It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.  Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.",37,$75.00,$88.50,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp09-black_main.jpg,Size,34,Color,Black,,,,,,
791,MP09-34-Blue,Livingston All-Purpose Tight-34-Blue,TRUE,"It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.  Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.",47,$75.00,$88.50,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_back.jpg",Size,34,Color,Blue,,,,,,
792,MP09-34-Red,Livingston All-Purpose Tight-34-Red,TRUE,"It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.  Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.",30,$75.00,$85.50,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp09-red_main.jpg,Size,34,Color,Red,,,,,,
793,MP09-36-Black,Livingston All-Purpose Tight-36-Black,TRUE,"It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.  Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.",77,$75.00,$87.75,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp09-black_main.jpg,Size,36,Color,Black,,,,,,
794,MP09-36-Blue,Livingston All-Purpose Tight-36-Blue,TRUE,"It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.  Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.",20,$75.00,$82.50,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_back.jpg",Size,36,Color,Blue,,,,,,
795,MP09-36-Red,Livingston All-Purpose Tight-36-Red,TRUE,"It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.  Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.",50,$75.00,$90.00,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp09-red_main.jpg,Size,36,Color,Red,,,,,,
796,MP09,Livingston All-Purpose Tight,TRUE,"It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.  Breathable stretch organic cotton/spandex. Compression fit Hidden key pocket Elastic waist with internal drawcord.",84,$75.00,$89.25,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp09-blue_back.jpg",Size,32|33|34|36,Color,Black|Blue|Red,,,,,,
797,MP10-32-Black,Orestes Yoga Pant -32-Black,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,52,$66.00,$74.58,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp10-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_back.jpg",Size,32,Color,Black,,,,,,
798,MP10-32-Blue,Orestes Yoga Pant -32-Blue,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,88,$66.00,$77.88,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp10-blue_main.jpg,Size,32,Color,Blue,,,,,,
799,MP10-32-Green,Orestes Yoga Pant -32-Green,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,57,$66.00,$78.54,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp10-green_main.jpg,Size,32,Color,Green,,,,,,
800,MP10-33-Black,Orestes Yoga Pant -33-Black,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,3,$66.00,$73.92,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp10-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_back.jpg",Size,33,Color,Black,,,,,,
801,MP10-33-Blue,Orestes Yoga Pant -33-Blue,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,86,$66.00,$73.26,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp10-blue_main.jpg,Size,33,Color,Blue,,,,,,
802,MP10-33-Green,Orestes Yoga Pant -33-Green,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,70,$66.00,$73.92,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp10-green_main.jpg,Size,33,Color,Green,,,,,,
803,MP10-34-Black,Orestes Yoga Pant -34-Black,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,52,$66.00,$74.58,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp10-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_back.jpg",Size,34,Color,Black,,,,,,
804,MP10-34-Blue,Orestes Yoga Pant -34-Blue,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,91,$66.00,$72.60,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp10-blue_main.jpg,Size,34,Color,Blue,,,,,,
805,MP10-34-Green,Orestes Yoga Pant -34-Green,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,24,$66.00,$76.56,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp10-green_main.jpg,Size,34,Color,Green,,,,,,
806,MP10-36-Black,Orestes Yoga Pant -36-Black,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,82,$66.00,$72.60,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp10-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_back.jpg",Size,36,Color,Black,,,,,,
807,MP10-36-Blue,Orestes Yoga Pant -36-Blue,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,39,$66.00,$73.26,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp10-blue_main.jpg,Size,36,Color,Blue,,,,,,
808,MP10-36-Green,Orestes Yoga Pant -36-Green,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,71,$66.00,$72.60,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp10-green_main.jpg,Size,36,Color,Green,,,,,,
809,MP10,Orestes Yoga Pant,TRUE,The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.  A yoga essential. Breathable stretch organic cotton/spandex. Standard Fit.,76,$66.00,$77.22,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp10-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp10-black_back.jpg",Size,32|33|34|36,Color,Black|Blue|Green,,,,,,
810,MP11-32-Blue,Aether Gym Pant -32-Blue,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",95,$74.00,$85.10,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp11-blue_main.jpg,Size,32,Color,Blue,,,,,,
811,MP11-32-Brown,Aether Gym Pant -32-Brown,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",76,$74.00,$81.40,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_back.jpg",Size,32,Color,Brown,,,,,,
812,MP11-32-Green,Aether Gym Pant -32-Green,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",13,$74.00,$83.62,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp11-green_main.jpg,Size,32,Color,Green,,,,,,
813,MP11-33-Blue,Aether Gym Pant -33-Blue,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",97,$74.00,$87.32,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp11-blue_main.jpg,Size,33,Color,Blue,,,,,,
814,MP11-33-Brown,Aether Gym Pant -33-Brown,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",35,$74.00,$87.32,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_back.jpg",Size,33,Color,Brown,,,,,,
815,MP11-33-Green,Aether Gym Pant -33-Green,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",49,$74.00,$83.62,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp11-green_main.jpg,Size,33,Color,Green,,,,,,
816,MP11-34-Blue,Aether Gym Pant -34-Blue,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",47,$74.00,$87.32,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp11-blue_main.jpg,Size,34,Color,Blue,,,,,,
817,MP11-34-Brown,Aether Gym Pant -34-Brown,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",99,$74.00,$88.06,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_back.jpg",Size,34,Color,Brown,,,,,,
818,MP11-34-Green,Aether Gym Pant -34-Green,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",24,$74.00,$84.36,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp11-green_main.jpg,Size,34,Color,Green,,,,,,
819,MP11-36-Blue,Aether Gym Pant -36-Blue,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",24,$74.00,$88.80,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp11-blue_main.jpg,Size,36,Color,Blue,,,,,,
820,MP11-36-Brown,Aether Gym Pant -36-Brown,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",50,$74.00,$83.62,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_back.jpg",Size,36,Color,Brown,,,,,,
821,MP11-36-Green,Aether Gym Pant -36-Green,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",60,$74.00,$86.58,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp11-green_main.jpg,Size,36,Color,Green,,,,,,
822,MP11,Aether Gym Pant,TRUE,"The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.  Pants/shorts convertible. Lightweight moisture wicking.  Water repellent. Belted waist.",79,$74.00,$82.88,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp11-brown_back.jpg",Size,32|33|34|36,Color,Blue|Brown|Green,,,,,,
823,MP12-32-Black,Cronus Yoga Pant -32-Black,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",70,$48.00,$54.72,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp12-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp12-black_back.jpg",Size,32,Color,Black,,,,,,
824,MP12-32-Blue,Cronus Yoga Pant -32-Blue,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",48,$48.00,$53.76,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp12-blue_main.jpg,Size,32,Color,Blue,,,,,,
825,MP12-32-Red,Cronus Yoga Pant -32-Red,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",22,$48.00,$56.16,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp12-red_main.jpg,Size,32,Color,Red,,,,,,
826,MP12-33-Black,Cronus Yoga Pant -33-Black,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",33,$48.00,$52.80,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp12-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp12-black_back.jpg",Size,33,Color,Black,,,,,,
827,MP12-33-Blue,Cronus Yoga Pant -33-Blue,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",86,$48.00,$57.12,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp12-blue_main.jpg,Size,33,Color,Blue,,,,,,
828,MP12-33-Red,Cronus Yoga Pant -33-Red,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",67,$48.00,$55.68,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp12-red_main.jpg,Size,33,Color,Red,,,,,,
829,MP12-34-Black,Cronus Yoga Pant -34-Black,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",8,$48.00,$54.24,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp12-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp12-black_back.jpg",Size,34,Color,Black,,,,,,
830,MP12-34-Blue,Cronus Yoga Pant -34-Blue,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",51,$48.00,$52.80,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp12-blue_main.jpg,Size,34,Color,Blue,,,,,,
831,MP12-34-Red,Cronus Yoga Pant -34-Red,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",4,$48.00,$54.72,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,http://eimages.valtim.com/acme-images/product/m/p/mp12-red_main.jpg,Size,34,Color,Red,,,,,,
832,MP12-36-Black,Cronus Yoga Pant -36-Black,TRUE,"Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.  Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.",90,$48.00,$57.60,Clothing>Men>Bottoms>Pants|Clothing>Promotions>Pants|Clothing,"http://eimages.valtim.com/acme-images/product/m/p/mp12-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/p/mp12-black_back.jpg",Size,36,Color,Black,,,,,,
